lifespan,genetic,mass,exercise,smoking,alcohol,sugar
75.2,79.4,59.7,1.4,21.0,0.2,27.6
83.4,84.4,112.0,1.8,4.8,0.7,13.6
78.1,82.1,123.5,1.5,14.3,0.9,8.0
79.4,80.7,73.2,2.7,9.8,0.7,35.2
82.5,83.1,71.8,2.2,5.6,1.8,33.6
80.1,81.9,70.9,2.6,8.6,0.9,4.8
77.6,79.7,96.7,0.4,2.7,3.6,9.2
71.7,74.7,79.1,1.1,8.9,1.8,33.6
72.8,74.1,125.9,1.5,0.5,0.9,34.4
85.4,85.7,54.0,0.1,0.3,0.7,11.6
89.0,91.3,67.5,1.4,10.8,1.0,30.4
71.6,72.0,80.0,2.9,6.3,5.8,42.8
81.5,84.6,85.5,1.8,14.8,0.9,31.6
82.6,85.9,92.9,0.1,21.8,1.5,20.8
81.0,84.4,51.5,1.9,13.3,0.6,29.2
73.8,78.5,99.2,0.7,14.2,0.6,15.2
79.1,82.1,99.2,1.0,0.4,5.1,38.4
72.7,76.0,104.9,1.7,10.5,0.9,14.4
75.3,79.9,86.5,1.8,8.6,5.8,30.4
74.8,78.8,57.1,1.7,21.2,4.8,16.0
86.6,89.6,66.8,3.2,18.1,0.9,40.4
77.8,79.1,94.0,2.0,16.6,2.7,23.6
74.3,82.2,87.9,1.5,21.2,3.3,26.4
74.4,77.5,113.9,1.9,4.7,2.9,30.4
78.8,82.7,80.0,3.1,15.4,4.6,19.2
78.2,80.0,54.6,0.9,3.7,3.8,26.8
76.7,80.7,59.4,0.4,15.1,3.3,16.4
81.7,81.9,106.5,2.3,0.1,4.2,17.2
69.2,73.8,135.2,0.6,14.4,2.8,17.2
78.6,79.2,52.3,3.7,1.7,4.5,15.6
83.8,86.9,87.9,3.1,17.4,1.1,9.6
82.0,87.1,116.9,2.3,20.8,0.5,30.8
74.9,74.7,79.0,2.0,0.0,4.9,27.6
81.4,84.8,95.9,3.7,19.9,1.4,46.0
86.9,86.5,80.1,4.9,10.1,5.1,24.4
94.8,92.0,100.0,3.5,0.0,1.8,10.8
89.0,85.8,78.7,4.6,5.7,0.6,16.0
66.6,73.3,76.9,1.7,20.8,0.6,35.6
86.5,87.2,60.8,0.7,2.2,0.4,22.0
73.1,76.6,73.4,0.4,6.1,4.1,24.0
74.1,77.9,62.8,0.6,9.6,4.1,28.8
80.9,85.8,76.3,2.2,17.2,4.2,18.0
71.2,76.0,86.0,1.4,19.5,1.6,36.8
77.9,79.8,80.1,3.0,11.9,1.0,29.2
103.5,101.4,64.4,3.0,0.1,1.8,19.2
89.3,90.8,66.2,1.7,2.9,3.4,46.4
73.4,76.3,58.3,2.7,18.0,0.2,13.6
98.9,100.5,102.1,3.3,15.2,0.7,27.2
86.0,92.8,108.2,2.8,19.3,0.9,38.0
72.4,72.3,67.5,2.6,1.8,3.1,24.0
78.8,81.3,66.5,3.1,12.7,4.2,22.4
81.6,82.7,54.2,2.9,6.7,0.4,34.8
73.5,75.3,83.9,3.1,7.4,4.0,44.8
72.1,77.5,135.6,3.0,17.2,5.8,19.2
75.8,79.7,70.4,2.0,9.9,2.3,43.6
78.9,79.9,110.4,0.3,0.7,5.6,31.2
85.1,84.8,91.0,2.2,0.2,0.5,18.0
77.8,82.1,73.0,1.2,21.9,0.3,19.6
89.3,88.9,108.2,2.4,0.4,5.3,31.6
80.8,82.9,56.7,1.7,16.0,3.9,19.2
86.8,84.6,112.7,4.6,2.9,0.3,8.0
86.4,86.4,63.3,1.7,0.1,0.7,44.0
86.8,87.8,82.3,0.8,5.5,4.4,20.0
84.4,86.3,76.8,3.6,9.5,1.7,51.2
79.6,79.9,105.4,2.4,2.0,4.1,26.0
83.9,81.1,59.4,3.6,4.6,0.5,32.4
73.3,73.6,73.3,4.1,13.9,0.7,43.6
88.1,88.0,107.7,2.5,21.3,0.3,29.2
75.6,77.8,109.3,1.4,6.9,0.6,19.6
88.2,93.2,98.0,3.3,20.8,0.4,36.4
71.8,71.8,111.8,3.5,2.8,5.7,33.6
75.6,73.3,74.7,4.2,0.8,1.0,35.2
80.5,82.9,102.3,2.6,11.0,1.4,11.6
74.0,78.5,146.9,4.8,15.9,3.0,36.0
76.7,76.5,65.1,2.1,1.9,1.8,27.2
91.3,93.8,154.2,2.6,5.9,0.0,19.6
66.0,69.6,95.1,2.7,16.0,5.1,45.6
75.9,82.5,105.0,1.6,19.7,0.5,23.6
81.0,83.2,62.1,3.5,22.0,3.4,18.8
68.9,71.0,96.7,5.3,17.6,0.8,25.6
72.5,77.1,68.0,1.1,13.5,4.0,29.6
95.4,97.4,56.1,3.3,15.1,4.2,43.2
85.7,91.0,90.8,2.1,11.9,1.8,32.4
79.8,82.9,138.9,2.0,1.9,4.1,24.8
86.6,87.5,124.1,2.4,4.0,0.5,23.2
69.5,70.8,115.7,2.3,1.0,4.4,29.6
95.0,99.1,92.1,1.6,13.2,3.7,30.4
82.2,86.8,101.9,0.7,21.3,0.4,20.8
93.6,97.2,102.5,4.4,20.8,4.3,21.2
77.9,82.2,59.9,1.6,14.9,0.7,12.0
71.3,72.1,88.8,1.0,4.5,4.6,27.2
77.6,81.4,71.9,0.6,17.5,0.4,27.6
74.1,76.3,88.7,4.4,15.1,0.2,22.4
80.8,84.9,90.0,0.4,8.9,2.3,24.8
87.1,89.4,93.9,1.5,5.4,2.5,26.0
87.7,88.6,83.8,1.7,6.5,5.5,24.8
72.9,76.1,146.3,1.5,5.1,0.6,16.0
83.6,85.8,65.1,1.8,10.0,0.3,26.4
80.1,84.7,85.1,0.8,14.2,0.1,21.6
86.1,87.0,80.6,2.9,18.2,1.0,22.0
78.2,81.3,65.7,2.0,14.5,2.3,45.2
91.2,94.5,115.1,3.0,20.9,0.3,40.4
95.3,98.2,111.4,3.6,8.9,4.5,30.4
80.2,81.9,106.1,2.1,10.9,0.1,32.4
80.2,80.2,133.6,3.9,6.6,3.5,36.8
73.5,75.4,89.1,3.9,11.8,5.2,27.6
80.8,84.4,50.5,2.5,14.7,1.0,24.0
86.3,85.7,89.6,3.1,0.0,5.6,18.8
77.9,86.6,92.5,1.7,21.2,4.1,32.8
91.6,95.7,77.0,1.3,17.8,0.5,29.6
76.4,82.2,133.3,1.8,20.6,2.1,29.2
78.2,79.3,82.0,4.1,19.3,0.9,6.8
81.0,80.9,92.4,1.4,0.7,0.5,33.6
73.6,79.8,114.8,2.2,18.9,0.3,46.8
91.3,92.1,64.7,2.5,12.0,1.9,14.8
79.6,84.9,115.9,1.3,16.4,4.0,20.0
83.4,84.9,109.5,5.0,20.7,0.6,31.2
73.1,72.9,72.8,3.9,5.6,4.2,17.2
73.9,77.9,56.8,1.8,20.2,2.6,9.2
86.0,87.1,139.7,1.8,0.6,1.3,44.8
80.8,84.1,104.1,1.2,7.0,2.0,13.2
73.5,80.5,123.8,1.6,21.2,5.2,47.2
78.3,77.8,71.5,3.6,6.3,1.4,44.8
78.4,80.6,60.8,0.9,11.2,0.5,29.2
79.4,79.0,87.9,3.6,5.2,3.9,33.2
83.2,83.6,83.1,2.9,11.3,0.4,32.4
86.2,87.1,51.9,1.7,3.5,2.3,14.8
82.6,83.7,113.9,3.9,3.8,3.4,44.8
84.0,83.9,93.8,3.0,8.1,1.4,17.2
67.0,74.9,133.9,1.8,21.4,0.4,40.8
72.5,76.2,81.4,2.2,20.2,4.6,24.4
73.7,76.4,76.0,4.3,13.5,3.8,12.8
78.8,84.2,134.8,1.9,11.2,3.9,36.0
90.0,86.7,90.7,4.6,0.3,0.6,34.8
72.2,70.7,56.9,4.6,3.9,3.4,32.0
83.2,84.4,112.1,3.1,11.9,2.4,27.6
91.3,90.0,126.9,3.3,0.6,4.3,18.8
75.1,78.8,53.3,1.1,13.2,2.2,37.6
86.1,89.8,76.7,3.2,15.7,3.3,30.4
75.3,80.5,82.5,3.0,18.6,2.0,22.4
72.6,80.7,99.6,1.3,20.3,0.6,23.6
70.2,73.2,74.7,1.8,16.9,4.3,18.0
71.3,74.7,87.7,3.6,14.6,0.6,26.8
94.3,96.1,132.9,2.3,6.1,0.4,21.6
79.4,81.8,131.4,1.3,7.0,2.3,27.2
67.6,72.1,78.6,3.3,15.3,0.5,20.0
81.1,84.6,65.1,2.6,10.6,5.3,36.8
79.2,78.3,65.9,4.1,2.0,4.8,21.6
73.7,79.8,52.5,1.5,13.9,3.8,14.8
77.5,79.4,152.8,2.2,6.3,2.5,28.8
63.2,65.3,84.6,2.8,13.2,0.1,20.0
88.8,90.4,79.6,1.8,7.9,0.3,30.4
63.9,68.3,85.0,2.7,21.3,5.5,28.8
81.3,82.4,74.0,2.3,7.0,3.6,30.0
84.4,84.9,88.2,2.0,1.6,5.9,31.6
69.4,71.3,114.1,3.0,8.0,1.2,14.8
83.9,84.7,77.2,1.2,2.0,1.2,32.8
85.7,88.4,83.3,1.5,16.1,0.4,8.8
90.0,92.9,128.0,2.4,9.6,0.5,30.4
81.0,81.3,106.1,1.3,2.6,1.2,30.8
78.5,79.7,128.7,4.3,0.1,3.8,16.0
83.2,87.4,92.8,2.0,14.9,5.7,30.8
84.1,87.4,61.5,1.3,10.9,1.3,44.8
75.3,77.2,54.9,1.6,7.5,0.6,11.2
95.1,92.6,87.8,4.0,0.6,3.7,19.6
90.9,90.7,95.2,2.1,1.5,0.8,28.0
69.2,68.4,56.3,2.5,0.4,1.2,14.4
95.2,100.3,121.0,3.1,19.7,1.3,44.8
88.1,88.7,59.0,1.4,0.1,2.0,42.0
73.3,75.8,54.7,3.6,13.0,0.6,34.0
70.3,68.5,83.6,3.8,3.7,0.7,18.4
83.8,85.0,102.0,2.7,7.3,0.4,33.6
77.6,80.1,68.7,0.8,9.3,0.2,28.0
74.6,80.1,60.2,0.2,19.5,1.0,28.0
84.8,83.1,98.5,2.9,0.9,0.6,19.6
85.5,85.7,95.3,2.9,8.1,0.6,40.4
82.5,81.4,161.5,3.9,0.1,4.4,21.6
79.2,78.3,69.2,2.0,1.5,2.1,16.8
70.7,75.4,86.7,2.7,11.2,2.2,26.4
93.7,99.2,61.3,1.3,15.3,1.4,26.4
76.4,78.4,103.9,4.7,16.9,4.0,18.8
82.7,83.7,91.4,1.6,6.0,0.7,17.2
78.4,80.0,91.6,1.7,4.9,1.2,44.0
81.4,83.9,66.8,0.3,7.3,0.5,22.4
81.6,87.7,59.8,0.7,21.9,0.9,20.8
85.7,84.2,70.9,3.8,8.2,0.4,34.0
87.8,88.0,95.1,2.3,4.5,1.4,17.2
71.7,77.3,54.1,2.3,19.4,5.1,48.8
78.1,78.6,80.5,1.5,9.7,5.0,24.8
81.8,85.5,75.9,2.1,17.5,3.6,44.8
79.5,81.9,103.0,3.0,16.4,0.7,23.2
83.7,83.8,114.6,2.3,5.6,5.0,44.0
67.5,72.5,121.3,1.2,21.4,0.5,15.6
79.7,81.8,68.3,2.3,13.2,0.4,24.8
69.3,70.9,141.8,3.3,10.2,0.5,14.8
75.0,79.2,59.7,1.4,17.2,0.8,20.8
93.8,97.7,104.1,1.4,9.5,2.3,35.2
79.7,83.4,73.8,0.2,8.4,1.6,22.4
75.7,73.0,52.3,4.7,0.0,0.1,33.2
96.3,101.9,130.3,0.9,20.1,0.9,31.6
77.2,78.7,111.3,1.0,1.9,0.6,13.2
87.5,86.3,78.2,2.7,0.1,2.2,21.6
76.3,77.8,86.4,2.0,9.2,2.5,43.2
77.1,79.3,80.3,2.3,11.2,5.2,18.4
87.3,85.6,66.2,3.9,0.3,1.6,19.2
79.0,82.4,124.2,3.4,16.1,0.6,26.8
78.5,82.4,81.1,2.3,14.9,1.3,23.2
92.9,98.3,61.9,1.4,18.8,3.7,24.4
84.0,85.8,108.1,1.3,6.1,1.3,42.8
75.9,80.3,62.2,2.8,19.5,1.9,28.4
76.6,77.1,52.3,2.6,7.9,0.4,15.6
96.6,101.3,114.3,1.4,14.9,0.4,32.4
78.4,83.2,128.7,1.4,3.5,3.3,34.4
96.6,99.4,93.3,2.0,17.5,0.4,28.8
78.5,79.3,115.1,2.4,3.7,4.8,42.8
84.8,84.9,104.8,1.6,4.5,0.4,11.2
71.5,71.3,95.4,3.0,1.3,3.3,24.4
90.0,93.6,61.1,0.4,8.7,4.7,14.8
89.0,87.4,76.3,2.7,0.1,0.2,23.2
85.8,87.0,102.7,1.5,5.5,4.0,16.8
69.9,71.6,154.2,2.9,8.5,3.0,20.0
89.5,92.6,84.8,1.8,16.8,1.9,24.0
85.3,93.3,72.1,2.7,20.4,5.5,32.8
80.4,85.9,143.5,3.4,22.1,1.6,12.8
88.6,90.3,101.8,2.6,10.0,1.0,55.2
80.6,78.5,85.6,3.0,2.4,0.6,30.0
82.5,82.9,63.9,2.1,7.5,0.3,14.4
62.7,66.4,68.4,2.5,11.9,0.3,41.6
71.6,73.1,77.1,2.5,9.1,0.9,12.0
77.1,78.4,54.4,4.0,5.1,4.8,10.0
86.4,88.5,52.6,1.7,6.5,0.7,48.8
77.9,78.8,70.7,1.2,0.4,4.5,38.4
77.8,78.2,96.7,5.3,15.2,0.8,24.8
84.6,83.5,68.7,1.6,0.9,0.2,14.0
85.1,88.8,117.6,1.1,4.7,0.4,49.2
63.1,66.0,83.5,2.1,15.6,0.5,34.8
96.4,98.5,112.1,2.4,2.5,2.2,33.2
77.6,78.4,99.0,2.2,0.2,5.0,42.0
73.1,79.6,100.9,1.6,19.6,0.3,24.8
65.9,66.0,63.4,2.2,5.4,2.1,10.0
77.6,76.8,81.8,2.3,1.6,0.5,19.2
80.3,80.9,107.9,3.2,0.4,0.8,24.8
95.5,96.4,71.1,1.7,5.3,2.0,17.2
97.4,98.8,78.7,2.3,19.4,0.8,26.0
69.6,71.2,89.7,2.8,3.0,5.2,27.6
87.1,87.4,99.2,2.3,3.4,5.7,12.8
77.1,77.3,87.6,1.1,0.4,3.7,28.8
69.2,73.6,108.2,1.2,21.0,4.7,14.8
83.6,80.9,63.1,3.9,0.8,0.6,17.6
68.6,64.6,74.4,5.4,0.0,0.5,11.2
99.4,102.1,157.7,2.1,6.7,0.6,30.8
95.8,95.0,58.6,2.5,6.8,1.6,19.2
74.9,79.7,60.9,0.4,9.9,4.6,26.8
91.1,90.5,84.8,2.5,3.0,1.4,19.6
86.8,84.8,88.4,4.5,2.4,0.2,26.8
72.2,78.6,89.4,1.5,15.6,1.7,20.0
91.7,91.0,76.5,1.4,0.1,0.6,22.4
67.9,67.3,81.3,2.4,2.8,0.3,26.8
79.0,80.0,109.0,3.0,5.5,0.4,43.6
86.8,91.0,133.8,2.1,11.8,0.3,26.4
63.8,71.3,153.8,1.7,10.1,0.4,10.4
92.2,88.8,62.6,4.5,0.0,0.7,18.0
77.5,81.5,152.4,1.3,0.3,5.0,17.2
80.5,80.9,103.3,1.8,6.7,0.3,4.0
80.8,84.5,92.2,2.5,13.1,4.7,3.6
85.8,86.8,161.7,3.3,0.5,1.0,18.8
65.6,69.2,52.0,2.7,21.9,0.5,33.6
77.3,77.3,88.8,1.5,0.0,1.2,29.6
74.7,82.4,128.4,0.5,18.0,3.8,33.2
99.2,99.1,76.3,2.3,0.2,5.1,21.2
76.8,79.9,105.5,1.6,9.5,0.6,31.2
84.3,86.8,110.7,0.1,0.1,6.0,14.4
77.1,79.1,100.2,2.3,10.4,1.5,18.8
87.9,89.1,80.7,0.3,6.0,4.8,21.6
73.0,74.2,117.0,3.4,1.9,0.3,40.4
83.4,88.4,66.3,0.1,19.0,4.8,18.8
73.6,72.8,65.4,2.5,6.6,0.9,14.8
80.0,86.9,82.0,2.4,19.5,1.0,36.8
71.7,74.0,68.1,1.5,15.3,0.5,8.4
79.4,79.4,114.6,2.4,0.1,1.1,26.4
81.7,83.6,119.1,2.2,0.6,1.7,38.8
89.1,89.5,127.1,2.3,0.3,1.2,40.4
83.4,88.8,85.6,0.2,13.6,4.6,18.0
75.9,79.8,141.3,4.2,17.6,0.6,33.6
64.2,70.8,120.4,3.5,17.1,4.0,33.6
73.6,75.0,86.5,1.0,2.9,1.6,33.2
73.3,76.5,57.3,2.0,13.3,3.0,27.2
66.3,66.4,64.2,1.9,2.3,0.3,54.8
63.2,64.6,92.0,2.5,5.9,2.2,33.6
66.5,70.5,98.3,0.8,8.7,0.8,24.4
82.2,84.1,113.8,1.0,7.1,5.8,51.6
71.1,76.8,67.8,1.7,17.2,2.6,15.6
77.1,78.9,107.2,1.7,2.3,0.1,39.6
76.5,78.7,106.5,2.2,13.2,0.1,11.6
82.5,83.3,133.8,4.2,18.8,1.2,8.8
72.1,71.9,98.9,3.0,5.5,1.9,22.4
79.0,83.2,92.9,2.8,15.5,0.3,37.2
74.3,77.2,56.3,0.8,21.7,0.6,38.0
76.9,75.6,127.9,2.9,1.1,1.9,36.4
83.9,88.4,98.3,1.5,14.3,1.1,30.0
74.0,75.8,98.8,1.4,9.9,0.1,14.8
80.5,82.7,59.7,2.0,8.9,2.3,15.2
82.7,82.7,84.0,3.5,0.1,0.7,28.8
80.3,80.2,84.9,3.4,12.3,0.5,15.2
89.8,90.4,97.1,2.2,0.5,4.5,18.8
89.3,93.3,72.1,2.3,17.1,0.4,17.2
82.7,85.1,138.8,1.2,0.2,1.2,18.4
91.6,92.5,83.9,1.8,6.0,0.9,18.4
80.8,84.3,99.5,2.7,21.2,2.1,27.6
99.8,100.0,76.6,1.2,0.7,0.2,34.0
80.2,83.0,70.4,1.6,17.0,4.6,46.0
89.3,92.0,75.7,1.7,14.8,0.8,20.0
87.8,87.2,81.5,2.5,0.2,0.3,28.4
79.2,82.0,65.2,2.1,16.1,0.4,38.8
88.8,86.2,77.8,5.1,6.1,0.5,46.4
84.5,86.4,63.9,5.4,14.3,3.3,23.6
90.4,89.8,52.8,1.5,0.1,5.2,44.0
73.9,81.2,104.6,2.3,15.6,5.7,16.0
86.7,89.2,88.6,1.6,13.2,0.7,28.4
82.9,82.3,77.8,4.1,11.9,4.5,14.0
79.7,83.7,64.6,2.3,15.0,0.3,32.4
74.2,77.7,100.4,1.4,10.0,4.0,21.2
78.7,83.3,107.8,2.1,20.7,0.8,44.8
80.8,83.1,95.8,1.6,6.3,1.2,38.4
78.1,77.2,92.1,2.8,1.8,0.9,20.4
79.4,84.8,66.7,3.4,20.5,0.5,32.8
79.9,85.4,107.8,1.4,20.0,4.7,34.4
82.3,83.2,74.9,1.3,0.3,2.3,37.6
85.5,86.5,87.0,1.4,3.5,4.1,14.8
78.2,77.5,89.1,1.8,1.2,1.3,20.0
81.9,86.4,107.5,3.9,17.1,1.7,52.8
76.6,76.1,88.7,2.2,3.9,0.6,17.2
70.4,73.5,73.7,3.2,12.9,1.0,36.0
84.5,87.3,88.2,4.8,11.0,4.5,24.4
74.5,76.6,88.0,1.7,15.3,0.4,32.4
80.5,81.8,79.7,3.5,11.6,2.3,19.2
72.9,75.5,117.1,4.3,12.6,3.1,31.6
95.6,91.2,51.8,4.2,1.7,1.2,39.6
79.3,80.7,75.5,1.7,14.0,0.2,24.4
81.9,85.4,57.2,1.7,19.4,0.7,28.8
79.6,81.4,135.1,2.9,4.4,3.6,31.2
83.3,81.2,61.8,4.5,4.4,0.3,40.0
72.8,77.1,66.3,1.5,21.7,1.3,30.8
98.9,100.8,69.7,1.8,16.2,1.3,10.0
69.9,78.5,107.4,1.1,19.5,5.4,24.8
84.8,81.4,87.2,3.5,0.0,0.0,14.8
69.2,69.5,87.2,2.3,4.5,1.3,24.4
76.7,75.9,60.7,1.7,0.7,2.4,22.0
62.0,71.7,110.0,0.1,19.9,5.9,18.0
83.3,84.7,124.5,0.5,0.2,0.4,11.6
79.9,80.8,70.6,2.6,3.6,2.1,27.2
80.2,80.3,88.0,2.1,4.7,1.4,33.6
88.1,89.5,79.4,0.7,6.3,3.1,12.0
79.7,79.4,107.8,1.8,0.3,0.5,23.2
78.6,85.2,74.4,1.3,19.6,4.6,32.4
63.2,65.2,100.9,0.7,11.5,0.5,24.0
73.8,77.3,83.9,1.7,15.7,1.1,42.8
88.0,88.5,120.4,2.6,0.3,1.6,24.0
90.6,91.8,80.3,2.8,11.2,5.3,18.0
73.6,74.7,62.7,1.4,6.7,1.2,10.0
79.4,79.4,67.9,1.7,2.3,1.3,39.2
94.0,97.2,51.8,2.4,14.5,0.8,17.2
88.2,89.2,135.0,1.4,2.5,1.1,42.4
82.2,84.0,69.3,2.6,6.8,3.8,34.8
61.0,66.1,155.8,4.4,18.3,0.8,13.6
86.8,92.1,142.5,2.3,20.9,0.7,25.2
74.6,74.9,100.7,1.9,0.3,2.7,32.8
77.8,78.6,109.5,3.6,7.9,2.4,20.8
77.1,77.7,100.2,2.8,21.8,0.3,13.2
80.9,77.4,76.3,3.6,1.1,0.3,14.4
78.5,82.9,93.4,1.7,14.4,5.1,18.8
76.2,77.2,86.0,1.8,4.1,0.3,10.4
79.4,84.6,132.5,2.5,11.9,0.9,39.6
68.7,72.6,85.0,1.7,15.3,3.9,12.0
99.9,99.2,72.6,1.9,0.4,4.2,16.0
80.3,82.3,151.6,2.7,0.1,5.0,24.8
80.7,85.0,133.7,2.1,10.6,1.9,36.8
74.6,79.9,139.7,1.7,16.1,3.8,23.6
97.1,98.7,71.9,2.8,10.8,4.7,15.2
89.8,92.7,98.3,1.5,11.4,0.4,30.0
72.0,73.5,96.0,2.4,12.6,4.7,34.8
75.1,77.6,86.1,1.4,18.4,0.2,21.6
74.4,80.8,58.6,2.2,22.1,4.0,34.8
68.0,67.6,121.3,3.9,1.1,0.3,42.8
77.5,79.4,67.3,0.6,7.7,0.9,25.2
73.4,75.4,65.2,2.0,13.2,3.5,20.4
87.4,86.9,93.6,3.8,0.6,4.8,47.6
78.7,79.8,142.2,3.1,0.7,0.9,23.6
72.2,73.4,66.6,1.5,0.1,5.8,29.2
78.0,77.8,87.8,2.3,0.6,5.4,15.6
63.8,69.3,94.4,2.0,21.6,0.1,46.4
70.1,72.5,68.0,1.4,8.5,2.3,17.2
86.7,88.2,109.0,1.2,4.0,0.9,39.6
72.6,77.6,64.4,1.0,20.2,5.2,13.2
83.7,84.9,61.5,3.2,9.4,4.5,22.0
82.9,86.2,81.7,1.4,14.9,0.7,45.6
75.5,73.5,78.8,4.3,5.1,0.6,12.8
67.2,71.7,67.5,1.7,17.7,3.2,13.6
76.6,79.2,112.3,1.2,5.4,2.2,36.8
84.8,84.6,125.6,3.9,1.7,0.4,24.8
88.4,90.7,60.5,1.9,14.2,0.5,30.4
76.6,76.6,108.0,2.1,0.3,3.1,11.2
68.8,74.4,151.9,3.9,17.5,1.1,23.6
92.7,92.8,53.9,1.6,0.6,4.0,35.6
79.4,84.9,125.7,2.6,19.7,0.2,10.4
78.5,78.9,84.9,3.1,0.6,5.8,54.0
93.5,93.1,95.0,3.3,0.1,0.3,18.8
75.3,75.4,104.6,2.0,0.7,0.4,24.4
71.9,73.9,96.7,3.2,10.5,1.7,35.6
80.4,79.2,84.8,1.7,0.1,0.4,23.2
73.6,75.3,105.7,3.1,17.8,1.6,19.2
85.0,84.6,83.3,2.7,0.1,2.7,16.0
79.6,84.6,125.1,1.3,19.5,3.1,16.8
73.1,74.5,140.1,1.9,2.2,0.9,28.8
90.2,91.1,54.0,2.1,2.0,5.2,3.2
81.9,82.1,53.2,2.1,8.3,0.7,8.8
88.2,87.8,63.9,1.1,0.1,0.6,32.4
86.7,87.0,61.9,2.6,6.5,0.5,18.0
73.7,79.5,120.3,1.4,18.6,3.9,34.4
82.1,85.5,128.6,2.0,4.5,5.6,23.2
75.9,77.7,50.2,3.3,21.4,0.6,28.4
85.9,85.5,83.4,4.7,5.6,1.0,33.2
79.5,80.9,78.6,1.9,3.8,6.0,8.8
66.2,66.5,94.5,2.5,0.4,5.9,45.6
98.3,96.3,62.2,2.8,0.2,2.0,8.4
79.8,82.6,97.6,0.4,11.3,1.9,13.6
79.4,82.1,93.8,4.5,16.1,0.3,30.4
100.4,101.8,73.5,3.0,14.8,1.3,16.0
69.3,73.9,98.9,2.5,20.9,0.7,44.8
76.2,78.7,87.5,2.5,13.1,2.3,47.2
87.1,91.9,115.5,1.1,15.9,1.6,6.8
83.2,81.8,81.5,2.4,0.4,5.1,15.2
79.7,80.4,115.1,4.2,8.2,2.5,27.6
81.6,82.9,107.8,1.7,16.1,0.5,25.6
74.8,73.7,87.5,5.0,11.5,3.9,19.6
91.9,96.0,84.8,2.0,19.8,0.6,53.2
84.2,84.2,110.9,4.2,19.6,0.5,28.4
76.3,81.1,124.9,1.9,17.2,1.6,16.8
79.1,81.7,127.0,0.8,9.6,0.5,28.0
69.3,75.7,89.5,0.7,19.1,5.4,3.2
81.9,85.2,85.7,0.8,9.3,1.7,13.6
77.3,79.9,63.6,0.6,14.1,0.6,46.4
83.0,83.7,109.9,2.9,3.2,3.3,37.2
78.8,82.2,61.0,1.7,10.0,3.1,22.8
100.1,99.5,76.9,4.1,4.9,4.4,15.2
73.1,80.9,114.2,2.0,20.7,4.3,38.4
81.6,80.8,114.3,1.9,0.1,0.4,32.4
81.4,81.0,101.7,1.5,0.4,0.6,19.6
80.4,80.2,113.5,3.7,5.1,1.2,16.0
76.1,76.3,147.0,3.3,3.2,0.7,27.2
78.5,86.5,133.1,0.4,15.9,5.6,29.6
84.4,82.8,57.5,3.6,5.8,0.5,34.8
87.5,92.3,50.1,1.0,20.7,3.5,19.2
70.8,72.1,100.7,1.6,7.0,0.6,18.4
84.5,87.3,103.7,2.7,21.4,0.5,18.0
84.7,88.1,83.0,2.1,16.7,5.8,40.8
78.8,82.5,64.2,1.5,21.5,0.2,18.0
74.0,80.9,90.5,0.7,14.0,5.3,45.2
69.4,69.9,79.9,1.5,0.3,5.9,24.4
78.7,80.2,71.2,5.1,18.2,4.2,26.8
80.8,79.6,59.1,3.1,0.4,0.5,23.2
78.7,77.2,129.7,5.0,3.8,5.0,9.6
62.8,68.6,81.5,2.7,19.6,4.3,24.4
81.3,79.6,96.0,4.7,2.3,0.1,42.0
85.8,88.5,63.4,3.0,13.1,3.4,49.2
85.5,87.5,103.2,2.1,14.5,1.4,31.6
84.8,86.3,121.6,0.8,0.5,0.4,30.0
80.5,80.7,80.1,3.4,13.1,1.7,8.4
71.7,71.5,135.8,3.6,1.5,1.0,22.0
86.8,86.5,80.0,1.2,0.0,0.7,24.4
71.3,77.8,124.7,2.1,19.2,0.8,12.0
90.5,87.6,77.3,5.1,2.4,0.4,39.2
68.4,74.3,124.8,2.0,21.4,1.2,32.0
88.2,90.3,83.7,3.0,10.8,0.7,15.2
77.7,79.7,113.7,0.9,9.9,0.2,29.6
68.1,74.1,50.3,2.2,21.6,4.1,34.8
93.5,91.0,82.2,3.4,0.1,1.1,7.6
75.5,79.6,56.3,1.7,16.9,0.4,10.4
60.9,65.2,58.6,3.3,13.6,3.2,26.8
76.6,79.1,97.1,1.5,7.2,5.5,13.6
87.1,89.5,139.6,4.6,19.9,0.3,38.8
94.7,95.1,74.9,1.6,0.4,0.9,36.8
82.4,84.0,103.5,2.8,4.2,5.2,17.2
77.4,80.3,127.1,2.7,9.6,1.6,31.6
72.9,78.0,76.3,2.3,14.1,5.1,12.0
79.7,81.1,120.1,1.6,1.0,3.0,48.0
83.6,85.5,62.8,3.1,7.2,6.0,14.4
77.7,79.2,138.5,1.2,3.4,1.9,26.8
79.0,76.9,113.3,4.9,1.3,1.8,33.6
81.4,83.9,82.1,0.9,14.2,5.4,21.2
89.4,90.0,83.0,5.1,20.8,0.5,11.2
84.3,84.8,88.6,4.1,11.4,2.4,22.0
65.7,71.5,120.1,1.6,16.0,4.9,23.6
80.9,85.7,129.1,1.6,15.3,0.5,25.2
88.7,86.5,72.5,5.2,4.0,4.9,22.0
71.6,75.6,130.2,1.6,10.4,0.4,29.6
82.2,84.2,51.4,3.0,19.2,4.4,50.0
79.9,81.2,109.5,2.4,0.4,5.5,3.2
