lifespan,genetic,length,mass,exercise,smoking,alcohol,sugar,bmi
81.7,82.4,181.0,68.2,1.4,7.7,0.5,8.0,20.81743536522084
71.1,74.5,176.0,50.8,4.0,14.0,4.4,14.8,16.399793388429753
84.0,87.1,184.0,132.2,1.7,15.3,0.3,7.2,39.0477315689981
89.2,91.4,163.0,61.5,4.2,18.0,4.0,22.0,23.147276901652305
83.6,87.2,176.0,122.1,1.0,7.7,4.7,16.8,39.41761363636363
75.7,80.3,192.0,115.0,2.6,16.7,1.2,30.8,31.19574652777778
71.7,72.7,195.0,83.5,4.7,21.7,3.0,34.8,21.95923734385273
72.1,69.7,194.0,80.5,2.8,0.2,0.6,21.2,21.38909554681688
74.3,75.2,195.0,51.6,4.8,16.4,5.2,28.4,13.57001972386588
73.3,77.3,157.0,123.3,3.5,21.5,1.5,12.4,50.022313278429145
84.0,84.2,181.0,91.8,0.5,0.0,0.4,15.2,28.02112267635298
82.9,85.0,170.0,52.9,2.1,8.4,4.3,34.0,18.304498269896197
72.4,77.8,179.0,78.0,2.1,20.3,2.3,42.8,24.343809494085704
76.3,79.2,179.0,89.5,3.4,17.2,0.9,43.2,27.932960893854748
73.6,76.9,202.0,65.3,3.5,20.1,3.9,39.6,16.00333300656798
80.3,82.3,180.0,81.2,0.5,2.9,4.0,54.0,25.061728395061728
77.3,81.9,191.0,133.1,3.7,18.9,5.6,14.0,36.48474548395055
95.5,92.9,192.0,118.8,3.4,0.4,0.3,22.0,32.2265625
71.7,72.9,212.0,126.1,0.5,4.2,3.4,15.6,28.057137771448907
90.0,93.5,178.0,92.8,2.1,21.8,4.1,23.2,29.28923115768211
82.6,86.0,167.0,87.5,5.4,16.5,5.0,32.8,31.374376994513966
80.3,82.0,181.0,126.4,3.2,6.1,0.4,38.0,38.58246085284332
77.7,77.6,175.0,122.6,2.8,16.1,0.7,16.4,40.03265306122449
101.2,100.0,207.0,77.8,3.9,10.4,2.2,10.0,18.156783122126537
76.0,81.7,206.0,60.4,3.4,20.0,3.3,30.0,14.233198227919692
90.2,90.1,182.0,83.3,4.1,6.1,5.4,30.4,25.147928994082836
91.8,94.2,175.0,134.1,1.7,8.0,1.0,8.4,43.78775510204081
84.8,87.4,189.0,82.1,2.3,12.3,0.4,18.0,22.983679068335153
72.6,78.2,170.0,84.0,1.8,17.8,2.2,55.2,29.065743944636683
86.8,89.5,174.0,140.8,2.6,6.2,4.8,8.4,46.50548289073854
69.9,72.7,197.0,73.2,4.6,20.1,0.4,14.0,18.861604267051458
89.1,87.8,195.0,68.2,4.0,0.2,0.8,35.2,17.935568704799476
89.8,92.7,171.0,99.3,1.1,4.2,5.1,23.2,33.95916692315585
78.6,83.8,171.0,73.9,1.3,18.8,0.6,4.4,25.2727334906467
77.6,77.2,207.0,88.3,1.7,6.3,0.6,44.0,20.607248710588348
79.6,81.8,176.0,124.1,3.5,13.0,0.6,23.6,40.06327479338843
79.7,80.2,201.0,75.9,1.3,3.8,0.2,27.2,18.786663696443163
85.7,90.9,180.0,84.4,3.4,17.2,5.3,22.0,26.049382716049383
83.9,83.6,180.0,61.6,2.5,4.5,0.6,19.6,19.012345679012345
79.4,78.8,192.0,50.9,2.0,1.4,0.6,20.8,13.807508680555555
82.5,83.3,178.0,121.3,0.8,0.9,0.6,24.0,38.28430753692715
86.0,84.8,163.0,62.8,3.3,8.4,1.2,13.6,23.63656893371975
67.6,74.3,164.0,132.2,4.5,13.8,0.3,25.6,49.15229030339084
67.8,68.6,197.0,97.8,2.5,4.5,4.3,29.2,25.200340127290062
86.4,90.9,173.0,88.3,2.0,20.7,0.5,30.4,29.503157472685352
83.6,84.5,189.0,94.3,3.9,9.8,4.3,26.8,26.399036981047562
88.9,89.1,182.0,83.7,2.0,0.1,3.7,16.4,25.268687356599443
75.3,74.5,187.0,77.6,2.6,0.2,1.3,18.4,22.191083531127564
72.0,72.4,178.0,127.4,5.3,11.8,0.7,28.4,40.209569498800654
92.8,91.6,181.0,72.2,2.9,2.3,0.9,23.2,22.03839931626019
66.6,67.1,192.0,109.1,2.8,2.6,3.6,36.0,29.59526909722222
80.8,89.8,187.0,119.1,0.2,19.1,4.8,24.4,34.058737739140376
82.9,82.7,191.0,106.8,1.8,0.2,3.5,10.4,29.275513280885942
81.6,83.2,197.0,104.5,1.6,17.3,3.4,34.4,26.926743796542038
85.2,88.3,198.0,89.4,3.8,16.3,1.9,23.6,22.80379553106826
97.6,97.2,204.0,91.5,1.4,0.8,0.9,10.4,21.986735870818915
74.2,79.0,211.0,116.4,2.7,18.9,2.0,16.8,26.144965297275444
74.0,78.3,193.0,133.4,1.6,19.4,3.7,16.8,35.813041960858015
78.8,79.5,182.0,97.3,0.7,3.9,0.3,32.8,29.374471682163986
79.9,78.9,192.0,127.4,3.2,0.2,0.2,14.8,34.55946180555556
81.8,83.1,194.0,91.1,1.8,9.4,4.2,24.8,24.205547879689657
81.7,85.5,193.0,96.3,0.1,10.5,4.6,32.4,25.853043034712343
72.8,73.8,192.0,96.2,2.8,17.4,0.3,20.4,26.09592013888889
86.5,85.3,173.0,62.4,2.3,1.4,0.6,17.6,20.849343446155903
98.7,97.2,187.0,95.7,4.8,0.8,0.7,28.0,27.367096571248815
79.2,79.6,163.0,82.7,1.8,0.1,4.8,33.6,31.12650080921375
76.4,80.3,164.0,67.2,1.9,13.1,3.8,4.4,24.985127900059492
91.1,90.7,186.0,86.6,2.4,1.6,5.9,21.6,25.031795583304422
84.9,85.9,171.0,99.4,1.5,0.1,5.2,29.6,33.99336547997675
79.0,83.4,193.0,85.8,3.2,18.2,0.1,15.2,23.034175414105075
70.0,71.7,207.0,52.4,2.2,11.4,0.5,35.6,12.228990174799879
71.6,77.4,162.0,82.6,1.3,17.4,0.7,25.6,31.47386069196768
92.6,93.4,176.0,109.3,1.4,2.0,1.0,18.0,35.28538223140496
79.6,79.7,191.0,86.6,3.2,8.6,0.2,14.4,23.73838436446369
78.4,79.2,190.0,76.9,3.4,6.5,4.8,17.6,21.301939058171747
80.2,82.0,178.0,126.5,1.5,1.5,1.9,28.8,39.92551445524555
93.3,93.2,186.0,67.0,2.1,1.6,2.1,26.8,19.366400739969936
89.6,92.6,157.0,75.2,1.8,6.1,4.5,21.6,30.508337052213072
71.9,73.9,195.0,84.0,1.6,6.8,4.0,41.6,22.090729783037478
79.4,84.1,190.0,95.7,1.8,16.6,2.6,17.2,26.509695290858726
77.8,76.5,186.0,114.6,4.6,17.1,0.9,32.8,33.12521678806798
90.1,89.9,187.0,63.6,3.8,5.5,0.7,40.8,18.187537533243727
78.1,80.3,187.0,144.0,1.1,5.0,0.5,23.6,41.17933026394806
72.9,74.2,173.0,102.9,2.9,10.4,0.5,22.8,34.38136924053594
80.0,84.5,184.0,69.3,2.3,17.1,1.6,42.0,20.469045368620037
70.2,71.2,192.0,51.6,1.0,4.4,0.1,14.0,13.997395833333334
84.8,91.9,181.0,77.9,3.1,17.0,4.6,10.4,23.778272946491256
81.4,84.8,185.0,111.8,2.6,22.1,1.8,17.2,32.666179693206715
69.7,67.5,204.0,91.6,4.5,0.3,4.2,51.6,22.010765090349864
69.4,72.0,172.0,100.6,2.5,15.2,1.2,10.8,34.004867495943756
72.5,78.2,182.0,119.6,2.4,15.4,0.8,26.4,36.106750392464676
78.6,81.7,179.0,71.2,2.2,16.9,4.7,44.0,22.221528666396182
65.9,70.2,205.0,79.9,3.7,15.6,1.2,33.6,19.012492563950033
78.7,84.4,174.0,145.8,1.7,9.7,0.6,28.4,48.156956004756246
84.6,84.8,184.0,93.1,1.4,1.7,1.7,16.8,27.498818525519845
74.6,77.9,161.0,99.4,1.8,12.5,4.2,20.8,38.34728598433702
83.2,82.6,198.0,108.1,1.7,1.0,0.6,36.0,27.57371696765636
80.1,82.8,180.0,106.9,2.0,10.7,1.0,45.2,32.99382716049383
77.8,80.4,170.0,91.6,1.7,7.7,2.8,19.2,31.695501730103807
69.9,75.2,200.0,84.8,0.2,16.9,4.2,25.6,21.2
81.5,85.9,177.0,58.5,1.5,21.7,0.1,13.6,18.67279517380063
61.1,64.9,187.0,70.6,1.5,13.8,5.9,28.0,20.189310532185644
71.5,77.3,167.0,98.2,1.7,14.3,4.0,38.8,35.21101509555739
91.4,91.7,183.0,107.4,1.4,0.1,0.8,25.6,32.07023201648302
103.2,101.8,197.0,57.3,4.5,0.1,4.0,50.4,14.764616454946017
80.3,83.5,161.0,56.7,1.2,16.1,1.4,44.8,21.874156089657035
80.1,79.4,181.0,90.1,1.9,0.2,0.7,6.8,27.50221299716126
85.0,86.9,169.0,123.7,2.1,2.8,1.2,6.4,43.310808445082465
67.1,73.3,187.0,115.3,1.7,21.1,5.2,14.8,32.97206096828619
60.5,64.1,212.0,94.4,0.5,14.3,3.2,14.0,21.00391598433606
88.3,85.3,189.0,90.3,4.2,6.9,2.4,38.0,25.279247501469722
87.2,89.9,209.0,84.4,3.4,19.7,0.4,33.6,19.321901971108726
87.9,88.5,169.0,71.2,1.8,0.0,5.1,37.6,24.929099121179235
81.9,82.7,188.0,94.5,1.7,0.6,4.7,26.0,26.73721140787687
86.9,88.4,183.0,70.2,3.2,11.8,0.6,9.6,20.962106960494488
77.2,80.6,164.0,153.4,2.7,1.1,1.5,33.6,57.034503271862
75.9,76.5,185.0,64.9,1.3,0.1,3.8,34.4,18.9627465303141
87.5,90.1,185.0,111.3,1.5,18.6,0.8,5.2,32.52008765522279
96.8,96.0,185.0,132.3,2.5,0.2,3.7,3.6,38.655953250547846
72.5,79.4,170.0,63.7,3.2,20.8,0.1,21.2,22.041522491349486
80.7,79.2,187.0,73.7,2.2,3.0,0.5,26.8,21.07581000314564
81.6,82.1,180.0,59.1,2.2,5.8,0.9,24.8,18.24074074074074
80.5,83.7,191.0,65.7,1.3,13.7,0.6,16.4,18.009374743016913
93.4,93.1,193.0,118.8,3.9,4.0,0.8,36.0,31.893473650299338
81.6,79.6,194.0,70.4,2.8,1.4,0.2,18.0,18.705494739079608
77.2,81.9,192.0,52.2,1.1,21.6,1.4,28.0,14.160156250000002
84.0,85.0,178.0,119.8,2.0,0.8,0.4,27.2,37.81088246433531
86.2,86.6,168.0,66.3,3.4,7.7,0.8,26.0,23.490646258503403
73.4,78.9,173.0,105.1,2.0,21.1,0.7,25.6,35.1164422466504
83.4,81.1,184.0,118.1,4.3,4.4,1.8,15.2,34.883034026465026
95.9,96.0,206.0,78.4,1.5,0.4,1.9,20.8,18.474879819021588
76.3,79.0,182.0,81.1,2.3,17.2,0.3,21.2,24.48375800024151
72.7,75.3,189.0,65.2,1.7,17.8,0.4,29.2,18.25256851711878
83.6,84.6,184.0,90.3,1.1,2.3,0.5,27.2,26.671786389413988
76.8,78.5,181.0,101.1,1.8,5.3,2.2,23.2,30.859863862519457
70.6,69.0,179.0,105.4,4.7,15.5,0.2,15.2,32.89535282918761
77.4,75.0,189.0,94.1,3.0,1.0,2.3,5.2,26.343047507068672
77.3,80.0,187.0,98.4,0.7,9.1,0.8,42.0,28.139209013697844
82.3,84.5,176.0,95.4,1.7,9.7,0.7,35.6,30.79803719008265
82.1,81.4,179.0,106.9,3.9,6.0,1.9,25.6,33.36350301176618
85.9,89.1,204.0,62.0,2.3,17.3,0.7,9.2,14.898116109188773
78.7,81.3,182.0,109.0,4.2,15.2,4.4,36.4,32.906653785774665
80.2,87.3,185.0,101.5,1.5,14.3,5.5,47.2,29.656683710737763
80.7,80.0,185.0,68.6,2.5,0.7,3.7,6.8,20.043827611395177
80.7,80.5,180.0,76.3,1.7,0.1,1.5,42.0,23.54938271604938
82.2,86.7,188.0,56.8,3.3,17.9,1.1,23.2,16.070620190131283
78.8,81.4,210.0,59.9,2.2,14.3,0.9,23.6,13.582766439909296
66.1,64.6,196.0,67.2,2.5,1.1,0.8,13.2,17.49271137026239
61.8,65.2,179.0,97.9,3.6,13.1,3.9,29.2,30.55460191629475
92.0,92.8,178.0,114.8,3.8,4.7,0.5,23.2,36.23279888902916
77.7,76.1,187.0,73.1,2.4,0.4,0.5,12.8,20.904229460379188
71.6,72.3,193.0,128.0,1.7,0.1,4.9,20.0,34.36333861311713
75.2,80.0,181.0,75.2,1.9,19.6,0.8,26.4,22.954122279539696
78.8,79.0,180.0,67.4,4.3,9.3,3.6,9.2,20.80246913580247
74.8,81.2,182.0,137.6,1.5,18.2,0.5,25.6,41.54087670571187
73.3,77.3,190.0,100.5,0.3,10.3,0.5,25.2,27.839335180055404
68.5,70.2,190.0,95.9,3.9,7.7,5.2,7.6,26.56509695290859
81.6,83.4,165.0,71.2,2.5,16.2,0.2,30.0,26.1524334251607
82.1,82.7,195.0,100.0,1.7,2.6,4.2,32.0,26.298487836949377
80.1,80.7,159.0,93.5,4.0,10.2,0.3,8.0,36.984296507258414
81.6,80.0,192.0,88.5,3.8,0.9,3.8,10.8,24.007161458333336
79.1,81.4,208.0,71.8,1.6,11.6,0.4,33.6,16.595784023668635
76.8,77.6,207.0,107.2,2.3,3.9,2.8,20.4,25.018086769819604
86.7,90.5,212.0,87.7,4.1,20.0,0.9,20.4,19.51317194731221
76.1,78.3,195.0,73.4,3.2,21.6,1.1,8.0,19.303090072320845
68.0,69.3,199.0,107.0,1.6,4.4,0.6,30.4,27.019519709098255
83.0,89.8,159.0,102.2,1.1,16.0,4.6,14.4,40.42561607531347
75.5,78.9,201.0,60.4,1.0,18.4,2.3,27.2,14.950124996906021
83.0,87.1,194.0,89.2,0.6,9.8,1.1,20.0,23.70071208417473
89.1,88.4,191.0,108.6,1.6,0.1,0.4,9.2,29.76892080809188
71.4,71.5,167.0,73.6,1.8,7.4,1.1,15.2,26.390333106242604
81.3,83.0,181.0,145.8,2.8,0.1,4.5,20.8,44.50413601538415
85.6,88.5,169.0,121.9,2.7,14.5,0.6,15.6,42.68057841112007
74.0,79.5,178.0,67.0,1.7,20.4,4.8,36.4,21.146319909102385
84.3,86.6,201.0,105.1,0.6,13.4,1.0,48.4,26.01420756911958
84.1,85.3,181.0,75.0,1.9,10.1,0.7,28.0,22.89307408198773
92.1,94.3,180.0,106.2,2.0,10.6,0.7,5.6,32.77777777777778
83.0,84.5,170.0,124.8,1.3,0.3,6.0,14.4,43.18339100346021
69.8,70.2,183.0,73.2,1.3,0.9,5.7,28.0,21.85792349726776
87.3,86.6,177.0,133.7,4.0,1.8,0.5,33.6,42.67611478183152
64.3,65.3,184.0,62.7,2.4,0.8,5.1,22.4,18.51961247637051
81.1,87.9,180.0,91.7,0.6,21.0,1.0,52.4,28.30246913580247
90.8,95.7,197.0,111.6,1.3,18.4,3.4,18.4,28.75621634157025
77.7,75.7,201.0,83.9,2.9,0.0,3.3,15.2,20.766812702655884
83.7,82.7,207.0,62.2,5.2,8.2,1.8,7.2,14.516091390697568
86.2,87.7,185.0,87.1,4.0,5.4,5.3,13.6,25.44923301680058
76.8,81.9,182.0,98.3,2.1,20.2,5.3,14.0,29.6763675884555
91.3,91.8,180.0,127.1,3.5,10.8,0.4,20.0,39.22839506172839
98.2,99.7,177.0,99.0,1.7,10.1,0.5,32.0,31.600114909508758
79.1,85.4,165.0,109.9,1.2,18.2,0.5,20.8,40.36730945821856
76.9,78.4,172.0,53.6,1.1,4.7,3.1,24.8,18.117901568415363
86.5,88.3,185.0,141.2,0.5,0.6,0.7,25.6,41.25639152666179
70.3,68.2,213.0,63.4,4.3,3.1,1.4,27.2,13.974299631907252
77.5,82.8,181.0,122.2,2.1,21.3,1.8,32.0,37.300448704252005
82.2,90.2,181.0,127.8,2.4,18.9,0.2,25.6,39.00979823570709
78.5,78.0,197.0,81.4,2.0,1.6,0.8,12.8,20.974516220464327
90.1,91.0,199.0,124.3,0.8,0.3,4.1,20.0,31.388096260195447
77.1,80.5,173.0,54.6,1.6,10.3,4.8,25.6,18.243175515386415
82.2,82.0,193.0,84.2,2.8,4.3,1.9,20.0,22.604633681441115
83.5,83.6,186.0,58.2,5.3,4.7,1.8,28.4,16.822754075615677
73.3,78.5,202.0,84.6,3.7,20.4,1.4,24.8,20.733261444956376
70.6,71.2,186.0,115.8,1.8,0.1,2.1,33.6,33.47207769684356
79.6,84.7,169.0,52.3,1.6,18.5,2.6,33.2,18.31168376457407
78.2,80.8,193.0,133.6,2.4,19.7,3.0,14.8,35.866734677441
63.4,67.4,178.0,67.6,4.2,18.7,0.3,22.0,21.335689938139122
82.1,83.1,174.0,99.7,0.9,0.4,3.8,18.0,32.930373893513014
80.8,83.1,202.0,86.7,1.6,6.0,5.0,39.2,21.24791687089501
69.8,75.1,171.0,106.8,3.4,19.3,5.9,39.2,36.52405868472351
85.3,85.8,179.0,94.4,4.2,15.2,0.7,13.6,29.462251490278085
69.8,74.8,195.0,65.9,1.5,17.9,0.8,22.8,17.33070348454964
70.5,70.8,172.0,68.8,2.6,0.4,3.5,36.4,23.255813953488374
82.8,85.0,187.0,52.4,0.8,5.4,2.2,28.4,14.984700734936656
71.7,74.7,194.0,90.9,0.1,4.1,4.3,32.0,24.152407269635457
76.9,76.7,202.0,83.2,2.4,4.8,0.5,22.4,20.390157827663955
84.3,85.6,164.0,97.5,1.8,6.3,2.9,22.0,36.250743604997034
77.5,81.9,171.0,85.3,2.1,18.8,1.3,21.6,29.171368968229544
82.3,83.3,195.0,75.0,1.6,4.0,0.3,37.2,19.723865877712033
83.1,89.6,173.0,147.3,3.0,21.8,1.8,37.6,49.216479000300716
85.3,86.3,173.0,111.5,5.0,14.6,1.1,18.8,37.254836446256135
74.9,80.8,187.0,128.7,5.2,21.0,0.7,22.0,36.80402642340358
79.9,79.5,184.0,131.4,3.4,8.2,0.4,29.6,38.811436672967865
72.0,78.8,174.0,99.7,0.8,17.5,5.2,20.8,32.930373893513014
94.6,95.9,198.0,110.2,2.2,7.3,0.4,34.4,28.10937659422508
74.9,76.6,172.0,119.4,3.7,12.8,0.5,35.2,40.359653866955114
102.6,101.9,204.0,105.0,4.6,7.9,4.4,20.4,25.230680507497116
84.1,88.6,178.0,93.6,1.4,13.5,0.4,40.0,29.54172452973109
90.3,91.5,197.0,123.1,1.1,4.4,0.4,25.2,31.71944652013708
97.1,96.1,198.0,72.9,1.6,0.3,0.6,48.4,18.595041322314053
80.9,80.8,200.0,70.4,1.5,0.2,0.4,38.4,17.6
79.4,86.6,199.0,133.7,1.2,13.5,5.0,38.4,33.76177369258352
60.0,64.1,171.0,105.9,2.3,14.6,4.7,44.0,36.21627167333539
85.5,85.9,174.0,89.7,1.2,0.3,0.2,38.0,29.627427665477605
81.9,84.9,185.0,67.9,1.7,9.7,4.4,37.6,19.839298758217677
80.7,80.7,183.0,63.5,0.8,0.6,0.3,26.4,18.961450028367523
67.2,66.9,177.0,92.7,2.3,2.2,0.5,12.4,29.589198506176384
85.3,85.6,186.0,53.9,1.8,7.8,1.2,14.8,15.579835819169844
83.1,83.6,199.0,74.3,0.8,1.5,3.0,31.6,18.7621524708972
82.7,83.7,176.0,68.8,1.9,1.5,5.0,38.4,22.210743801652892
72.2,75.7,155.0,102.0,2.0,6.5,1.3,36.0,42.45577523413111
83.2,84.9,200.0,84.6,2.4,10.7,4.2,36.4,21.15
74.6,77.6,180.0,85.0,2.1,10.2,2.2,22.4,26.234567901234566
78.9,84.0,193.0,89.9,1.7,13.9,1.3,18.8,24.134876104056488
65.7,69.2,178.0,125.8,2.1,10.4,0.1,16.4,39.704582754702685
70.9,73.6,194.0,125.3,0.6,5.0,3.9,40.4,33.292592198958445
78.7,82.8,204.0,95.3,0.5,11.2,3.9,37.6,22.899846212995
72.7,77.6,175.0,82.7,1.2,15.9,1.6,16.4,27.00408163265306
72.8,67.9,195.0,76.1,4.4,0.1,0.5,10.4,20.013149243918473
85.4,87.6,198.0,104.2,3.4,13.3,3.7,22.0,26.578920518314458
90.5,91.9,189.0,109.8,1.3,5.6,4.0,36.0,30.73822121441169
74.9,80.2,185.0,144.1,2.1,8.6,5.2,38.0,42.10372534696859
80.2,80.8,178.0,90.3,2.5,10.4,1.0,34.4,28.500189370029034
75.2,77.7,185.0,73.9,2.5,9.7,3.3,38.8,21.592403214024834
75.0,80.6,174.0,74.5,1.5,21.1,2.4,37.6,24.606949398863787
71.0,73.9,196.0,62.4,1.3,11.9,5.2,31.2,16.24323198667222
73.7,75.7,195.0,117.3,2.2,7.1,1.3,16.4,30.848126232741617
78.7,79.9,206.0,92.9,2.7,9.5,0.4,20.8,21.891789989631448
75.9,78.4,176.0,107.6,1.7,7.6,1.9,21.2,34.736570247933884
81.4,82.9,204.0,126.6,1.9,4.5,1.2,23.2,30.420991926182236
76.2,78.2,212.0,60.6,1.9,8.1,2.1,11.6,13.483446066215734
93.7,93.7,177.0,106.5,2.9,6.8,0.1,26.8,33.994063008713965
88.1,88.2,196.0,94.8,1.0,0.1,2.3,18.4,24.677217825905874
60.8,64.8,204.0,121.3,3.3,19.9,3.5,7.2,29.147443291041906
70.2,72.7,179.0,66.7,2.1,17.1,1.2,32.0,20.81707811866047
83.7,83.7,199.0,115.1,2.3,3.2,0.6,14.8,29.064922602964568
81.5,83.3,184.0,94.9,0.6,5.8,0.7,24.4,28.030482041587902
73.0,78.1,179.0,86.1,2.5,21.5,1.4,26.4,26.871820480009987
70.3,74.8,164.0,92.5,3.8,15.6,5.6,31.2,34.39173111243308
97.2,98.4,171.0,54.9,1.2,0.3,4.4,26.8,18.775007694675285
88.4,92.4,191.0,116.1,3.7,20.6,2.1,31.2,31.82478550478331
82.9,83.9,206.0,70.3,0.7,0.7,2.6,35.2,16.56612310302573
71.4,70.9,186.0,84.6,1.9,1.0,4.1,8.4,24.453694068678455
74.8,74.6,198.0,102.3,3.5,2.4,2.7,37.2,26.094276094276093
79.0,78.4,198.0,130.8,1.8,0.2,0.5,20.0,33.363942454851546
86.0,85.6,184.0,94.8,2.4,0.3,0.9,29.2,28.000945179584118
94.9,94.2,189.0,66.1,1.8,1.0,0.6,34.8,18.504521150023795
62.9,64.3,185.0,109.5,0.6,6.9,0.7,4.8,31.99415631848064
69.5,75.7,176.0,77.5,2.0,20.9,4.5,40.4,25.019369834710744
92.9,93.5,161.0,77.3,2.3,1.5,5.9,18.4,29.821380347980398
77.1,84.2,196.0,161.7,1.1,16.6,0.7,18.4,42.09183673469388
72.8,73.1,183.0,66.3,4.4,13.0,0.3,48.0,19.79754546268924
76.5,81.3,201.0,121.0,3.1,13.8,4.7,34.8,29.94975371896736
68.3,72.3,182.0,87.8,2.5,21.0,4.8,40.8,26.506460572394637
94.1,95.9,189.0,88.4,1.8,9.7,0.3,35.6,24.74734749867025
75.3,80.0,191.0,115.7,2.2,19.9,1.7,21.6,31.715139387626436
71.2,74.0,174.0,101.8,1.8,12.7,0.2,44.0,33.623992601400445
83.4,83.3,175.0,65.4,1.0,1.1,1.2,7.6,21.355102040816327
84.6,88.4,166.0,78.3,1.3,16.2,1.3,26.0,28.41486427638264
68.1,72.0,188.0,107.7,2.1,15.6,5.1,20.4,30.471933001358085
76.1,77.9,187.0,65.4,2.8,6.3,5.7,31.2,18.70227916154308
75.1,75.8,183.0,91.8,0.4,0.6,1.0,21.2,27.41198602526202
86.1,86.2,191.0,85.5,3.0,0.1,5.1,39.2,23.436857542282283
86.6,85.8,205.0,73.0,1.4,0.2,1.0,24.4,17.37061273051755
72.9,75.7,195.0,122.3,3.3,11.9,4.3,28.8,32.16305062458909
83.1,82.8,198.0,90.7,2.0,0.3,4.3,14.4,23.13539434751556
88.4,87.1,183.0,69.4,2.9,2.1,2.0,14.4,20.723222550688284
89.7,89.1,185.0,89.3,3.1,5.2,1.0,21.2,26.092037983929874
79.7,82.2,188.0,120.2,2.6,12.8,0.2,24.4,34.00860117700317
76.1,77.5,170.0,95.8,1.6,5.6,2.1,32.0,33.148788927335644
91.1,92.5,172.0,62.8,1.1,4.0,1.1,36.8,21.22769064359113
90.8,91.4,185.0,59.8,1.5,0.2,5.7,16.0,17.47260774287801
83.5,84.6,193.0,85.1,2.0,7.4,2.0,21.6,22.84625090606459
72.9,76.3,183.0,61.9,1.8,13.3,2.6,18.0,18.48368120875511
74.9,80.4,198.0,124.6,0.1,14.4,4.9,14.4,31.78247117641057
77.9,78.7,201.0,125.5,3.1,7.2,4.3,27.6,31.063587534962014
79.1,82.2,197.0,116.9,2.1,14.0,4.6,23.2,30.121878945605403
78.7,82.5,171.0,99.3,2.2,18.1,0.3,27.6,33.95916692315585
71.0,69.7,211.0,95.5,3.1,3.4,0.1,19.6,21.450551425170147
64.0,66.4,180.0,58.3,3.7,20.7,5.5,23.6,17.993827160493826
81.2,80.4,170.0,83.3,3.2,4.5,0.1,21.6,28.823529411764707
73.7,73.7,192.0,113.9,1.2,0.9,0.2,10.8,30.897352430555557
83.2,84.1,185.0,52.5,3.6,16.4,2.1,14.8,15.339663988312635
83.9,84.2,211.0,97.8,1.3,2.6,0.4,46.4,21.967161564205657
79.5,82.5,182.0,88.5,0.2,12.6,1.1,29.6,26.717787706798696
79.5,86.5,206.0,84.5,1.8,19.6,3.4,52.4,19.912338580450562
74.1,75.6,205.0,71.6,2.4,18.6,3.5,16.8,17.03747769185009
92.7,90.0,176.0,87.3,3.6,0.5,0.8,30.0,28.183109504132233
84.8,82.4,204.0,158.5,5.3,0.1,0.7,28.0,38.08631295655517
73.7,80.7,194.0,110.2,2.4,15.5,4.9,46.8,29.28047613986609
87.6,91.4,174.0,70.2,1.9,17.2,1.2,24.0,23.18668252080856
81.4,83.1,166.0,106.8,3.8,10.5,5.3,47.2,38.75743939613877
90.2,91.9,208.0,86.6,1.7,6.2,0.3,41.2,20.016642011834318
88.8,86.4,188.0,87.8,4.5,0.0,0.3,49.6,24.8415572657311
78.6,86.0,172.0,103.6,1.3,16.4,0.9,32.0,35.018929150892376
80.8,82.5,182.0,145.1,1.5,0.3,0.6,40.8,43.805096002898196
88.3,87.0,177.0,94.8,2.8,0.9,0.7,23.6,30.25950397395384
84.1,87.2,196.0,56.1,0.9,15.3,3.3,32.0,14.603290295710122
82.3,83.7,171.0,120.7,2.6,9.6,1.5,43.6,41.27765808282891
78.2,83.2,178.0,98.0,2.7,18.1,5.8,8.4,30.930438076000502
70.2,70.9,195.0,70.6,2.5,8.6,0.4,15.2,18.56673241288626
96.6,95.4,176.0,62.5,2.1,0.4,0.8,35.2,20.176911157024794
86.9,86.7,178.0,139.0,3.7,0.4,2.3,32.0,43.87072339351092
79.0,85.1,168.0,118.5,1.9,13.9,3.0,22.8,41.98554421768708
80.0,80.6,188.0,90.5,1.9,0.9,3.6,9.2,25.60547759167044
81.3,84.5,174.0,70.4,2.8,14.5,0.4,18.4,23.25274144536927
78.8,77.7,174.0,88.6,4.0,0.6,4.4,21.2,29.26410358039371
78.2,79.0,168.0,58.7,4.5,21.7,2.3,32.8,20.79790249433107
71.1,76.0,171.0,71.2,0.3,18.0,3.9,18.8,24.34937245648234
81.0,81.9,177.0,81.5,1.8,4.9,3.3,11.2,26.014236011363273
72.4,74.6,180.0,101.4,3.6,11.6,5.1,22.8,31.296296296296298
80.8,82.2,188.0,99.9,2.9,20.4,0.4,14.8,28.26505205975555
74.5,81.5,171.0,121.2,1.6,19.8,1.5,25.6,41.44865086693342
77.0,84.2,158.0,160.9,1.3,0.0,2.7,24.4,64.45281204935105
63.8,64.1,208.0,91.1,2.8,11.8,0.6,22.4,21.056767751479285
81.3,82.2,199.0,65.2,5.0,12.4,3.4,8.4,16.46423070124492
76.9,77.6,171.0,103.8,3.0,0.1,4.6,20.0,35.49810198009644
77.3,77.7,207.0,65.6,0.4,0.4,1.5,26.8,15.30957548600901
78.9,82.3,165.0,102.6,1.7,10.7,0.4,32.8,37.68595041322314
81.8,88.4,192.0,75.7,2.2,18.8,4.4,24.0,20.53493923611111
79.3,83.1,168.0,105.5,1.2,16.9,1.6,19.6,37.379535147392296
